id,latitude,longitude,year,name,sex,bottom_depth,surface_temperature,bottom_temperature,haul,cpue
171265,56.99409,-169.55884,1980,snow crab,female,77,5,4.5,51,3112
148629,55.35,-166.96692,1980,snow crab,male,141,5.9,3.8,70,977
148632,55.33975,-165.14584,1980,snow crab,male,106,5.4,4.6,82,1611
148633,55.33925,-164.55592,1980,snow crab,male,101,6.6,3.6,83,1858
148635,55.67508,-166.39025,1980,snow crab,male,123,4.1,3.5,3,2373
148636,55.67559,-165.774,1980,snow crab,male,119,3.8,4,3,362
148637,55.68109,-165.14842,1980,snow crab,male,106,5,3.3,20,1048
173203,61.00667,-177.01108,1980,snow crab,female,119,5.4,1,188,88512
173198,60.6805,-176.37184,1980,snow crab,female,117,5.7,1.2,183,282838
173199,60.65308,-176.81692,1980,snow crab,female,130,6,1.5,193,84759
173200,60.66767,-177.462,1980,snow crab,female,144,5.8,1.4,192,7397
173201,60.6665,-178.136,1980,snow crab,female,163,5.8,2,191,2271
173370,61.32292,-176.98917,1980,snow crab,female,117,5.5,1,187,1964
173196,60.66242,-174.96584,1980,snow crab,female,99,5.7,0.7,181,4718
173369,61.35167,-176.31,1980,snow crab,female,106,4.5,0.5,185,130178
173368,61.00833,-177.66617,1980,snow crab,female,137,6,1.7,189,8439
173202,61.014,-176.47367,1980,snow crab,female,112,5.8,1,184,9418
173197,60.66784,-175.63467,1980,snow crab,female,108,5.4,1,182,83
159154,59.66809,-177.15425,1981,snow crab,male,177,6.4,2.9,152,134
156485,58.0035,-169.71558,1981,snow crab,male,71,5.5,2.8,60,11406
156486,58.00334,-170.34467,1981,snow crab,male,77,7.6,2.4,100,4620
173050,58.99725,-172.44309,1981,snow crab,female,101,7.3,2.2,94,8540
173051,59.00092,-173.09067,1981,snow crab,female,110,8,3,180,1490
173052,59.00025,-173.7255,1981,snow crab,female,121,8.1,3.4,181,4723
173053,59.01067,-174.39267,1981,snow crab,female,132,6.4,3.6,138,1820
173054,59.00492,-175.06942,1981,snow crab,female,134,6.8,3.3,139,1792
173055,59.00108,-175.75184,1981,snow crab,female,132,6.6,2.6,140,145
173056,59.00684,-176.31642,1981,snow crab,female,139,6,2,142,438
173057,59.00167,-176.94567,1981,snow crab,female,137,6.5,2.2,145,1400
173058,58.99384,-177.58117,1981,snow crab,female,139,6.7,2.7,146,68998
173059,59.33875,-169.18925,1981,snow crab,female,51,4.5,3.3,77,30638
173060,59.33184,-169.85917,1981,snow crab,female,62,5,2,64,6535
173061,59.33492,-170.53,1981,snow crab,female,71,5.4,1.8,85,11980
173062,59.32884,-171.18559,1981,snow crab,female,79,6,0.7,84,26150
173063,59.32892,-171.84134,1981,snow crab,female,82,5.5,0.6,83,24866
169684,56.835,-169.87384,1981,snow crab,female,73,6.9,5.8,133,25816
169685,57.34017,-167.73542,1981,snow crab,female,73,9.3,4.1,149,858
169686,57.34017,-167.12217,1981,snow crab,female,71,8.4,3.9,140,44506
169687,57.34325,-166.47875,1981,snow crab,female,73,7.8,3.3,68,1056
169688,57.33675,-165.87492,1981,snow crab,female,68,4.4,3.3,17,92
169689,57.33392,-165.23175,1981,snow crab,female,68,6.3,3.3,34,601
169690,57.33009,-164.63542,1981,snow crab,female,66,6.5,3.4,33,864
169691,57.33567,-164.00959,1981,snow crab,female,62,6.7,3.9,32,2286
169692,57.33792,-163.39325,1981,snow crab,female,51,6.8,4.3,31,85
169693,57.329,-168.367,1981,snow crab,female,77,7.5,3.9,56,1396
169694,57.33534,-169.62767,1981,snow crab,female,66,7.6,4.2,115,267
169695,57.33367,-170.84958,1981,snow crab,female,80,7.7,4.5,122,391825
169696,57.32625,-171.46267,1981,snow crab,female,102,8.2,4,110,233874
169697,57.32825,-172.0975,1981,snow crab,female,112,7.4,3.9,105,113479
169698,57.32958,-173.33417,1981,snow crab,female,124,10.4,3.9,191,72
169699,57.18133,-168.59383,1981,snow crab,female,77,9,4.1,147,149473
169700,57.67159,-167.75475,1981,snow crab,female,68,8.7,3.8,142,44644
159341,60.31992,-174.7075,1981,snow crab,male,102,8.4,1.3,212,1588
159340,60.33417,-174.07767,1981,snow crab,male,91,8.8,1.5,211,282167
159339,60.34192,-172.05375,1981,snow crab,male,64,3.6,0.7,74,1498
159338,60.34867,-171.34275,1981,snow crab,male,70,5.1,0.9,73,19016
159337,60.33975,-170.66775,1981,snow crab,male,64,5.2,1.3,72,102741
159336,60.33733,-170.03734,1981,snow crab,male,55,4.9,2.1,71,26194
159335,60.33608,-169.333,1981,snow crab,male,44,4.2,3.2,70,44645
159334,60.33842,-168.68884,1981,snow crab,male,38,4.5,4.5,69,136
159333,59.99784,-177.83683,1981,snow crab,male,146,6.1,1.9,156,1137
169701,57.67575,-167.1345,1981,snow crab,female,70,8.4,3.5,141,34872
159286,57.99959,-169.0715,1981,snow crab,male,71,5.4,3.8,59,202
159285,58.00217,-168.44334,1981,snow crab,male,73,7.8,3,73,27648
159284,57.99825,-164.01692,1981,snow crab,male,46,6.5,4.9,93,108
159283,58.00584,-164.6165,1981,snow crab,male,46,8.6,4.8,92,2348
159282,58.00133,-165.25642,1981,snow crab,male,49,8.6,4.2,89,1316
159281,58.00417,-165.90859,1981,snow crab,male,57,8.3,3.6,88,11517
159280,58.00333,-166.5,1981,snow crab,male,64,8.9,3.4,70,16017
159279,57.99859,-167.17367,1981,snow crab,male,66,8.4,3,71,162666
159278,58.00434,-167.80375,1981,snow crab,male,70,7.9,2.6,72,47686
159277,57.51159,-170.55183,1981,snow crab,male,73,7.7,4.1,128,56043
159168,60.00192,-177.20975,1981,snow crab,male,137,6.1,1.5,157,426
159167,59.99684,-176.703,1981,snow crab,male,141,6.3,1.7,158,25023
159166,59.99609,-175.92842,1981,snow crab,male,130,6,2.1,174,50963
159165,59.99442,-175.23017,1981,snow crab,male,121,8.3,1.5,204,409
159164,59.99975,-174.58992,1981,snow crab,male,110,8.7,1.8,205,332
159163,60.0035,-173.94342,1981,snow crab,male,97,9.4,1.6,206,129
159162,60.00334,-173.295,1981,snow crab,male,77,9.1,1.6,207,78291
159161,59.99567,-172.62492,1981,snow crab,male,70,8.7,1.4,208,1480
159160,59.99934,-171.96359,1981,snow crab,male,70,4.5,1.2,81,681
159159,60.00375,-171.28892,1981,snow crab,male,71,4.4,0.7,77,18007
159158,60.00234,-170.632,1981,snow crab,male,66,4.9,1.3,78,11402
159157,60.0045,-169.96783,1981,snow crab,male,57,4.9,2,66,19864
159156,60.00434,-169.31109,1981,snow crab,male,48,4.4,2.9,67,61178
159155,60.00492,-168.65708,1981,snow crab,male,40,4.8,4.2,68,194
159153,59.67317,-176.53509,1981,snow crab,male,141,6.2,1.7,151,1835
159152,59.66617,-175.85792,1981,snow crab,male,137,7.1,2.5,175,1179
159151,59.6655,-175.11284,1981,snow crab,male,128,8.7,3.2,203,605
159150,59.66734,-174.44192,1981,snow crab,male,115,10.1,2.7,202,967
159149,59.678,-173.90709,1981,snow crab,male,108,9.2,2.2,201,2456
159148,59.69859,-173.26084,1981,snow crab,male,97,10,1.7,200,417
159147,59.65542,-172.57509,1981,snow crab,male,88,5.5,1.4,92,1941
159146,59.65158,-171.90292,1981,snow crab,male,80,4.7,0.5,82,1628
159145,59.67117,-171.26242,1981,snow crab,male,75,4.8,1,80,31526
159144,59.66609,-170.59309,1981,snow crab,male,70,5.3,1.3,79,20441
159143,59.6635,-169.91709,1981,snow crab,male,59,5.3,2.5,65,9217
159142,59.667,-169.25625,1981,snow crab,male,48,4.6,3.1,78,335992
159141,59.66725,-168.62917,1981,snow crab,male,40,4,3.8,79,11653
159140,59.3355,-177.05084,1981,snow crab,male,150,6.4,2.5,149,762
159139,59.331,-176.39025,1981,snow crab,male,141,6.6,1.9,150,141
159138,59.33325,-175.74742,1981,snow crab,male,141,6.9,2.3,176,4045
159137,59.33133,-175.09517,1981,snow crab,male,137,6.7,3.4,177,3080
159136,59.33692,-174.45642,1981,snow crab,male,121,7,3.3,178,1621
159135,59.33767,-173.79783,1981,snow crab,male,112,7.9,2.8,179,1668
159134,59.32042,-173.08392,1981,snow crab,male,99,10.4,2.4,199,67
159133,59.32883,-172.50309,1981,snow crab,male,91,6.3,1.8,93,131
159132,59.32892,-171.84134,1981,snow crab,male,82,5.5,0.6,83,32360
159131,59.32884,-171.18559,1981,snow crab,male,79,6,0.7,84,12861
159130,59.33492,-170.53,1981,snow crab,male,71,5.4,1.8,85,6131
159129,59.33184,-169.85917,1981,snow crab,male,62,5,2,64,8968
159128,59.33875,-169.18925,1981,snow crab,male,51,4.5,3.3,77,38629
159127,58.99384,-177.58117,1981,snow crab,male,139,6.7,2.7,146,1277
159126,59.00167,-176.94567,1981,snow crab,male,137,6.5,2.2,145,70
159125,59.00684,-176.31642,1981,snow crab,male,139,6,2,142,803
159112,57.49667,-169.97833,1981,snow crab,male,68,8.5,4.2,131,35434
159111,57.50625,-169.25725,1981,snow crab,male,71,8.4,3.6,145,17945
159110,57.50325,-168.60659,1981,snow crab,male,73,9.1,4.2,148,60007
159109,57.65617,-173.28734,1981,snow crab,male,148,9,3.8,189,1348
159108,57.66683,-172.8035,1981,snow crab,male,123,9.2,4.1,188,1168
159107,57.66717,-172.14875,1981,snow crab,male,110,7.2,3.4,104,6515
159106,57.66917,-171.51042,1981,snow crab,male,102,7.5,3.7,111,7598
159105,57.66992,-170.8935,1981,snow crab,male,88,7.7,3.7,112,28373
159104,57.682,-170.29417,1981,snow crab,male,75,7.6,3.4,113,6174
159103,57.667,-169.64967,1981,snow crab,male,73,7.9,3,114,594
159102,57.67175,-169.035,1981,snow crab,male,71,7.4,3.4,58,671
159101,57.66992,-168.39708,1981,snow crab,male,73,7.4,3.8,57,282
159100,57.66984,-162.75792,1981,snow crab,male,44,7,4.2,23,93
159099,57.6725,-163.36942,1981,snow crab,male,46,6.6,4.2,22,1115
159098,57.67942,-164.01967,1981,snow crab,male,49,6.2,4.2,21,32424
159097,57.66342,-164.59517,1981,snow crab,male,51,5.6,4.1,20,51574
159096,57.64984,-165.26642,1981,snow crab,male,60,5.8,3.5,19,33802
159095,57.68559,-165.88475,1981,snow crab,male,64,5.2,3.3,18,87756
169865,57.70492,-166.50192,1981,snow crab,female,70,8.3,3.3,69,102
169866,57.68559,-165.88475,1981,snow crab,female,64,5.2,3.3,18,26283
169867,57.64984,-165.26642,1981,snow crab,female,60,5.8,3.5,19,8397
169868,57.66342,-164.59517,1981,snow crab,female,51,5.6,4.1,20,7245
169869,57.67942,-164.01967,1981,snow crab,female,49,6.2,4.2,21,8522
173152,57.6725,-163.36942,1981,snow crab,female,46,6.6,4.2,22,7692
173094,59.99442,-175.23017,1981,snow crab,female,121,8.3,1.5,204,1771
173093,59.99975,-174.58992,1981,snow crab,female,110,8.7,1.8,205,332
173092,60.0035,-173.94342,1981,snow crab,female,97,9.4,1.6,206,65
173091,60.00334,-173.295,1981,snow crab,female,77,9.1,1.6,207,249690
159094,57.70492,-166.50192,1981,snow crab,male,70,8.3,3.3,69,7621
159093,57.67575,-167.1345,1981,snow crab,male,70,8.4,3.5,141,107197
159092,57.67159,-167.75475,1981,snow crab,male,68,8.7,3.8,142,72626
159091,57.17067,-169.21817,1981,snow crab,male,75,9.4,4.6,146,78952
159090,57.18133,-168.59383,1981,snow crab,male,77,9,4.1,147,50919
159089,57.32958,-173.33417,1981,snow crab,male,124,10.4,3.9,191,145
159088,57.275,-172.71975,1981,snow crab,male,117,9.2,4,193,820
159087,57.32825,-172.0975,1981,snow crab,male,112,7.4,3.9,105,6529
159086,57.32625,-171.46267,1981,snow crab,male,102,8.2,4,110,10917
159085,57.33367,-170.84958,1981,snow crab,male,80,7.7,4.5,122,18625
159084,57.33534,-169.62767,1981,snow crab,male,66,7.6,4.2,115,2940
159083,57.35125,-169.00333,1981,snow crab,male,73,8.1,4.1,116,2873
159082,57.329,-168.367,1981,snow crab,male,77,7.5,3.9,56,3674
159081,57.325,-161.54017,1981,snow crab,male,55,8,4.4,28,132
159080,57.32492,-162.76467,1981,snow crab,male,48,7.2,4.5,30,82
159079,57.33792,-163.39325,1981,snow crab,male,51,6.8,4.3,31,170
159078,57.33567,-164.00959,1981,snow crab,male,62,6.7,3.9,32,10081
159077,57.33009,-164.63542,1981,snow crab,male,66,6.5,3.4,33,12765
159076,57.33392,-165.23175,1981,snow crab,male,68,6.3,3.3,34,16395
159075,57.33675,-165.87492,1981,snow crab,male,68,4.4,3.3,17,645
159074,57.34325,-166.47875,1981,snow crab,male,73,7.8,3.3,68,19867
159073,57.34017,-167.12217,1981,snow crab,male,71,8.4,3.9,140,92931
159072,57.34017,-167.73542,1981,snow crab,male,73,9.3,4.1,149,15007
159071,56.83575,-170.49259,1981,snow crab,male,102,7.6,4.2,126,6399
159070,56.835,-169.87384,1981,snow crab,male,73,6.9,5.8,133,3281
159069,56.82933,-169.28184,1981,snow crab,male,82,8.5,4.3,134,7788
159068,56.82959,-168.60809,1981,snow crab,male,99,9.2,3.8,135,15518
159067,56.99342,-172.6605,1981,snow crab,male,124,9.4,4.1,194,2086
173170,58.0035,-169.71558,1981,snow crab,female,71,5.5,2.8,60,746
173171,58.00334,-170.34467,1981,snow crab,female,77,7.6,2.4,100,1050
173172,58.00383,-170.95667,1981,snow crab,female,88,7.6,3.3,101,260694
173173,57.99767,-171.61367,1981,snow crab,female,101,7,3.3,102,37701
173174,58.00375,-172.23367,1981,snow crab,female,97,7.1,3.3,103,1182
172386,58.66575,-176.22225,1981,snow crab,female,143,6.7,3.5,143,68452
172385,58.67475,-175.57192,1981,snow crab,female,137,7.4,3.5,141,37374
172384,58.66917,-174.24825,1981,snow crab,female,157,7.2,3.6,137,154598
172383,58.66592,-173.64584,1981,snow crab,female,126,8.4,4,182,157599
173169,58.00217,-168.44334,1981,snow crab,female,73,7.8,3,73,15191
173153,57.67175,-169.035,1981,snow crab,female,71,7.4,3.4,58,75
173154,57.667,-169.64967,1981,snow crab,female,73,7.9,3,114,66
173155,57.682,-170.29417,1981,snow crab,female,75,7.6,3.4,113,6720
173156,57.66992,-170.8935,1981,snow crab,female,88,7.7,3.7,112,293017
172218,58.66925,-172.99475,1981,snow crab,female,112,8.6,3.7,183,929
172217,58.66567,-172.3755,1981,snow crab,female,104,8,2.6,95,45583
172216,58.66175,-171.71709,1981,snow crab,female,95,7.3,2.5,89,280
172215,58.67133,-171.08725,1981,snow crab,female,86,7.3,1.6,90,426
173157,57.66917,-171.51042,1981,snow crab,female,102,7.5,3.7,111,41922
173158,57.66717,-172.14875,1981,snow crab,female,110,7.2,3.4,104,64701
173159,57.65617,-173.28734,1981,snow crab,female,148,9,3.8,189,58568
173160,57.50325,-168.60659,1981,snow crab,female,73,9.1,4.2,148,5439
173161,57.49667,-169.97833,1981,snow crab,female,68,8.5,4.2,131,13055
173162,57.51159,-170.55183,1981,snow crab,female,73,7.7,4.1,128,811212
173163,58.00434,-167.80375,1981,snow crab,female,70,7.9,2.6,72,76223
173164,57.99859,-167.17367,1981,snow crab,female,66,8.4,3,71,51861
173165,58.00333,-166.5,1981,snow crab,female,64,8.9,3.4,70,628
173166,58.00417,-165.90859,1981,snow crab,female,57,8.3,3.6,88,1440
173167,58.00133,-165.25642,1981,snow crab,female,49,8.6,4.2,89,110
173168,58.00584,-164.6165,1981,snow crab,female,46,8.6,4.8,92,361
173044,58.68784,-176.83067,1981,snow crab,female,134,6.8,3.2,144,50530
173045,59.004,-168.54383,1981,snow crab,female,48,4.8,4.2,81,7775
173046,58.99834,-169.82909,1981,snow crab,female,66,5.6,2.8,63,917
173047,59.00284,-170.48808,1981,snow crab,female,73,7.2,2.7,86,435
173048,59.00442,-171.15017,1981,snow crab,female,80,6.5,0.8,87,47670
158405,56.986,-172.03275,1981,snow crab,male,121,7.1,3.9,106,320
158404,56.9925,-171.38559,1981,snow crab,male,112,7.9,4.1,109,6498
158403,56.99459,-170.78783,1981,snow crab,male,97,7.9,4.2,123,1009
158402,56.99584,-170.1625,1981,snow crab,male,71,6.4,4.7,119,7175
158401,57.00309,-169.544,1981,snow crab,male,64,7.4,4.3,118,6985
158400,57.00659,-168.954,1981,snow crab,male,82,8,4,117,13132
158399,57.00334,-168.33584,1981,snow crab,male,82,7.4,3.8,55,27211
158398,57.0025,-162.78175,1981,snow crab,male,60,7.4,4,39,113
158397,57.00917,-163.40792,1981,snow crab,male,66,6.8,3.9,38,128
158396,56.99242,-164.03634,1981,snow crab,male,68,6.8,3.5,37,818
158231,56.99417,-164.59,1981,snow crab,male,71,7.1,3.3,36,294
158230,57.00084,-165.20642,1981,snow crab,male,71,6.2,3.3,35,2145
158229,57.00325,-165.87525,1981,snow crab,male,71,5,3.3,16,1751
158228,57.00842,-166.46725,1981,snow crab,male,77,8.6,3.6,67,704
158227,57.00675,-167.09992,1981,snow crab,male,73,8.5,4.2,139,33815
158226,57.00525,-167.69634,1981,snow crab,male,70,9.3,4,150,11942
158225,56.66617,-171.35142,1981,snow crab,male,123,7.4,4.2,108,70
158224,56.67017,-170.14084,1981,snow crab,male,101,7.9,4.9,127,3930
158223,56.66334,-169.5035,1981,snow crab,male,80,8.3,4.3,128,568
158222,56.64258,-168.9125,1981,snow crab,male,102,8.4,3.9,129,12017
158221,56.65284,-168.28984,1981,snow crab,male,110,7.1,4.5,51,2725
158220,56.69092,-160.98925,1981,snow crab,male,70,7.4,4.3,40,86
158219,56.66892,-161.60642,1981,snow crab,male,90,7.4,3.3,44,312
158218,56.6595,-162.80442,1981,snow crab,male,73,7.8,4,48,452
158217,56.66192,-163.39717,1981,snow crab,male,75,8,4,49,407
158216,56.67175,-164.008,1981,snow crab,male,77,7.1,3.6,50,733
158215,56.67517,-164.60417,1981,snow crab,male,77,7.4,4.1,51,102
158214,56.66075,-165.22042,1981,snow crab,male,77,7.4,3.5,52,2439
158213,56.69475,-165.88059,1981,snow crab,male,77,5.5,3.5,15,1515
158212,56.70117,-166.43934,1981,snow crab,male,82,9.4,3.4,66,1481
158211,56.67117,-167.06675,1981,snow crab,male,97,8.6,4,138,68956
158210,56.66117,-167.66667,1981,snow crab,male,102,9.3,4.1,151,18514
158209,56.32992,-170.0805,1981,snow crab,male,113,7.8,4.2,126,75
158208,56.32425,-168.23084,1981,snow crab,male,154,7.1,4.1,52,133
158207,56.33334,-162.79875,1981,snow crab,male,79,7.9,4.1,55,102
158206,56.334,-163.38792,1981,snow crab,male,86,7.7,3.5,54,364
158205,56.33617,-163.92342,1981,snow crab,male,88,7.6,3.3,53,467
158204,56.33492,-164.58409,1981,snow crab,male,86,5.6,3.3,11,1470
158203,56.33617,-165.19767,1981,snow crab,male,88,5.8,3.2,12,1626
158202,56.33584,-165.8055,1981,snow crab,male,91,5.9,4.4,12,1573
158201,56.34358,-166.42508,1981,snow crab,male,106,8.4,4.5,65,3679
158200,56.34109,-167.02759,1981,snow crab,male,115,9,4.7,137,2000
158199,56.33017,-167.65242,1981,snow crab,male,132,9.7,4.3,152,1378
158198,56.00442,-163.40142,1981,snow crab,male,90,5.8,3.6,8,200
158197,56.00375,-163.98675,1981,snow crab,male,91,6.5,3.5,9,1256
158196,55.99834,-164.59483,1981,snow crab,male,93,6.2,3.4,10,446
158195,55.99775,-165.18392,1981,snow crab,male,97,6.4,3.7,13,914
158194,56.002,-165.79108,1981,snow crab,male,106,6.2,3.8,14,1174
158193,56.00184,-166.40967,1981,snow crab,male,124,5.9,4.3,11,292
158192,56.00775,-167.00342,1981,snow crab,male,137,9.1,4.3,136,477
158191,56.01417,-167.62392,1981,snow crab,male,143,9.7,4.2,153,221
158190,55.66917,-163.3945,1981,snow crab,male,82,8.2,3.8,58,658
158189,55.66434,-163.98425,1981,snow crab,male,95,5.5,3.4,7,1047
158188,55.66517,-164.58775,1981,snow crab,male,97,5.9,3.6,6,747
158187,55.67017,-165.17334,1981,snow crab,male,110,5.7,4,4,915
158186,55.67684,-166.33117,1981,snow crab,male,126,5.6,4.3,10,69
173090,59.99567,-172.62492,1981,snow crab,female,70,8.7,1.4,208,775
173089,59.99934,-171.96359,1981,snow crab,female,70,4.5,1.2,81,613
173088,60.00375,-171.28892,1981,snow crab,female,71,4.4,0.7,77,81995
173087,60.00234,-170.632,1981,snow crab,female,66,4.9,1.3,78,24572
173086,60.0045,-169.96783,1981,snow crab,female,57,4.9,2,66,8916
173085,60.00434,-169.31109,1981,snow crab,female,48,4.4,2.9,67,26488
173084,60.00492,-168.65708,1981,snow crab,female,40,4.8,4.2,68,65
173083,59.67317,-176.53509,1981,snow crab,female,141,6.2,1.7,151,197
173082,59.66617,-175.85792,1981,snow crab,female,137,7.1,2.5,175,131
173081,59.6655,-175.11284,1981,snow crab,female,128,8.7,3.2,203,67
173080,59.66734,-174.44192,1981,snow crab,female,115,10.1,2.7,202,553
173079,59.678,-173.90709,1981,snow crab,female,108,9.2,2.2,201,8363
173078,59.69859,-173.26084,1981,snow crab,female,97,10,1.7,200,1321
173077,59.65542,-172.57509,1981,snow crab,female,88,5.5,1.4,92,1359
173076,59.65158,-171.90292,1981,snow crab,female,80,4.7,0.5,82,391
173075,59.67117,-171.26242,1981,snow crab,female,75,4.8,1,80,59734
173074,59.66609,-170.59309,1981,snow crab,female,70,5.3,1.3,79,4620
173073,59.6635,-169.91709,1981,snow crab,female,59,5.3,2.5,65,10403
173072,59.667,-169.25625,1981,snow crab,female,48,4.6,3.1,78,106093
173071,59.66725,-168.62917,1981,snow crab,female,40,4,3.8,79,2269
173070,59.3355,-177.05084,1981,snow crab,female,150,6.4,2.5,149,229
173069,59.33325,-175.74742,1981,snow crab,female,141,6.9,2.3,176,923
173068,59.33133,-175.09517,1981,snow crab,female,137,6.7,3.4,177,3150
173067,59.33692,-174.45642,1981,snow crab,female,121,7,3.3,178,1550
173066,59.33767,-173.79783,1981,snow crab,female,112,7.9,2.8,179,139
173065,59.32042,-173.08392,1981,snow crab,female,99,10.4,2.4,199,869
173064,59.32883,-172.50309,1981,snow crab,female,91,6.3,1.8,93,262
171262,56.82933,-169.28184,1981,snow crab,female,82,8.5,4.3,134,116085
171261,56.82959,-168.60809,1981,snow crab,female,99,9.2,3.8,135,188662
171260,56.99342,-172.6605,1981,snow crab,female,124,9.4,4.1,194,32613
171259,56.986,-172.03275,1981,snow crab,female,121,7.1,3.9,106,831
171258,56.9925,-171.38559,1981,snow crab,female,112,7.9,4.1,109,203
171257,56.99459,-170.78783,1981,snow crab,female,97,7.9,4.2,123,807
171256,56.99584,-170.1625,1981,snow crab,female,71,6.4,4.7,119,39938
171255,57.00309,-169.544,1981,snow crab,female,64,7.4,4.3,118,1127
171254,57.00659,-168.954,1981,snow crab,female,82,8,4,117,8800
171253,57.00334,-168.33584,1981,snow crab,female,82,7.4,3.8,55,45088
171252,57.0025,-162.78175,1981,snow crab,female,60,7.4,4,39,113
171251,56.99242,-164.03634,1981,snow crab,female,68,6.8,3.5,37,182
171250,57.00675,-167.09992,1981,snow crab,female,73,8.5,4.2,139,270
171249,57.00525,-167.69634,1981,snow crab,female,70,9.3,4,150,44186
171248,56.66617,-171.35142,1981,snow crab,female,123,7.4,4.2,108,70
171247,56.64258,-168.9125,1981,snow crab,female,102,8.4,3.9,129,188996
171246,56.65284,-168.28984,1981,snow crab,female,110,7.1,4.5,51,28199
171245,56.69475,-165.88059,1981,snow crab,female,77,5.5,3.5,15,189
171244,56.67117,-167.06675,1981,snow crab,female,97,8.6,4,138,373
171243,56.66117,-167.66667,1981,snow crab,female,102,9.3,4.1,151,6061
171242,56.32425,-168.23084,1981,snow crab,female,154,7.1,4.1,52,730
171241,56.33017,-167.65242,1981,snow crab,female,132,9.7,4.3,152,551
171240,56.00775,-167.00342,1981,snow crab,female,137,9.1,4.3,136,238
171239,55.66517,-164.58775,1981,snow crab,female,97,5.9,3.6,6,124
157524,55.66942,-166.99359,1981,snow crab,male,134,5.8,4.3,9,76
157523,55.67408,-167.58342,1981,snow crab,male,135,5.9,4.3,8,64
157522,55.35384,-163.4415,1981,snow crab,male,53,9,5,59,85
157521,55.32967,-164.59017,1981,snow crab,male,102,5.5,4.2,61,487
157520,55.33409,-165.16809,1981,snow crab,male,110,5.8,3.9,5,211
157519,55.33734,-165.79625,1981,snow crab,male,119,5.9,4.6,2,325
157518,55.34167,-166.39925,1981,snow crab,male,135,5.8,4.3,5,70
157517,55.33209,-166.95983,1981,snow crab,male,141,5.7,4.3,6,572
157516,59.00108,-175.75184,1981,snow crab,male,132,6.6,2.6,140,797
157515,59.00492,-175.06942,1981,snow crab,male,134,6.8,3.3,139,2572
157350,59.01067,-174.39267,1981,snow crab,male,132,6.4,3.6,138,396
157349,59.00025,-173.7255,1981,snow crab,male,121,8.1,3.4,181,2200
157348,59.00092,-173.09067,1981,snow crab,male,110,8,3,180,1206
157347,58.99725,-172.44309,1981,snow crab,male,101,7.3,2.2,94,3570
157345,59.00442,-171.15017,1981,snow crab,male,80,6.5,0.8,87,45261
157344,59.00284,-170.48808,1981,snow crab,male,73,7.2,2.7,86,30213
157343,58.99834,-169.82909,1981,snow crab,male,66,5.6,2.8,63,3014
157342,59.004,-168.54383,1981,snow crab,male,48,4.8,4.2,81,12588
157341,58.68784,-176.83067,1981,snow crab,male,134,6.8,3.2,144,935
157340,58.66575,-176.22225,1981,snow crab,male,143,6.7,3.5,143,1158
157339,58.67475,-175.57192,1981,snow crab,male,137,7.4,3.5,141,1984
157338,58.66917,-174.24825,1981,snow crab,male,157,7.2,3.6,137,1741
157337,58.66592,-173.64584,1981,snow crab,male,126,8.4,4,182,4657
157336,58.66925,-172.99475,1981,snow crab,male,112,8.6,3.7,183,664
157335,58.66567,-172.3755,1981,snow crab,male,104,8,2.6,95,16852
157334,58.66175,-171.71709,1981,snow crab,male,95,7.3,2.5,89,17011
157333,58.67133,-171.08725,1981,snow crab,male,86,7.3,1.6,90,2342
157332,58.67408,-170.43784,1981,snow crab,male,77,7.8,1.7,91,20710
157331,58.66825,-169.7835,1981,snow crab,male,70,6,3.2,62,9145
157330,58.67109,-169.16342,1981,snow crab,male,64,6.4,2.3,75,124285
157329,58.65584,-168.49692,1981,snow crab,male,55,5.5,3.2,82,248677
157328,58.33517,-173.58392,1981,snow crab,male,119,8.5,3.8,185,802
157327,58.33317,-172.93609,1981,snow crab,male,113,8.5,3.5,184,917
157326,58.33292,-172.29717,1981,snow crab,male,104,8.1,3.7,96,1007
157325,58.33108,-171.63709,1981,snow crab,male,99,7.6,2.8,97,2045
157324,58.33209,-171.01392,1981,snow crab,male,86,7.3,2.4,98,401
157323,58.33209,-170.37825,1981,snow crab,male,77,7.4,2,99,5343
157322,58.33608,-169.73475,1981,snow crab,male,71,6.3,3.7,61,4492
157321,58.3425,-169.113,1981,snow crab,male,70,6.6,2.3,74,49871
157320,58.32767,-168.474,1981,snow crab,male,66,4.6,2.5,83,36669
157319,58.33342,-165.89625,1981,snow crab,male,44,6.5,4.2,87,435
157318,58.33834,-166.53209,1981,snow crab,male,49,7,3.7,86,10293
157317,58.33534,-167.17242,1981,snow crab,male,53,7.6,4,85,2564
157316,58.33567,-167.85417,1981,snow crab,male,62,5.6,3.1,84,215359
157315,57.82917,-170.58725,1981,snow crab,male,79,8,3.6,129,56625
157313,57.8265,-169.25867,1981,snow crab,male,64,8.4,3.6,144,6517
157312,57.83033,-168.675,1981,snow crab,male,71,8.2,3.9,143,57997
157311,57.99917,-173.49233,1981,snow crab,male,115,9.3,4,186,70
157310,57.99984,-172.8685,1981,snow crab,male,108,9.6,3.7,187,4572
157309,58.00375,-172.23367,1981,snow crab,male,97,7.1,3.3,103,1251
157308,57.99767,-171.61367,1981,snow crab,male,101,7,3.3,102,2428
157307,58.00383,-170.95667,1981,snow crab,male,88,7.6,3.3,101,19465
170472,60.33733,-170.03734,1981,snow crab,female,55,4.9,2.1,71,17357
