featurecla,name,namealt,changed,note,name_fr,min_label,max_label,scalerank,label,wikidataid,name_ar,name_bn,name_de,name_en,name_es,name_el,name_hi,name_hu,name_id,name_it,name_ja,name_ko,name_nl,name_pl,name_pt,name_ru,name_sv,name_tr,name_vi,name_zh,ne_id,name_fa,name_he,name_uk,name_ur,name_zht,oceanbasin,subbasin
inlet,Baird Inlet,,Version 1.3,_untitled_5,Baird Inlet,7.7,10.0,8,Baird Inlet,Q4848613,╪¿┘è╪▒╪» ╪Ñ┘å┘ä┘è╪¬,αª¼αºçαºƒαª╛αª░αºìαªí αªçαª¿αª▓αºçαªƒ,Baird Inlet,Baird Inlet,Baird Inlet,╬î╧ü╬╝╬┐╧é ╬£╧Ç╬¡╧ü╬╜╧ä,αñ¼αÑçαñ»αñ░αÑìαñí αñçαñ¿αñ▓αÑçαñƒ,Baird Inlet,Teluk Kecil Baird,Baird Inlet,πâÖπéóπâ╝πâëµ╡╖σ│í,δ▓á∞û┤δô£ ∞¥╕δá¢,Baird Inlet,Baird Inlet,Enseada de Baird,╨╖╨░╨╗╨╕╨▓ ╨æ╤ì╨╣╤Ç╨┤,Baird Inlet,Baird Koyu,Vß╗ïnh hß║╣p Baird,Φ┤¥σ░öσ╛╖µ╣╛,1159119417,╪«┘ä█î╪¼┌⌐ ╪¿╪º█î╪▒╪»,╫₧╫ñ╫¿╫Ñ ╫æ╫Ö╫Ö╫¿╫ô,╨æ╨╡╨╣╤Ç╨┤-╨å╨╜╨╗╨╡╤é,╪¿█î╪▒┌ê ╪º┘å┘ä█î┘╣,Φ▓¥τê╛σ╛╖σ░Åµ╕»,North Pacific Ocean,Bering Sea
generic,,,Version 1.3,Internal Canada (B.C.) Waters,,7.7,10.0,8,,,,,,,,,,,,,,,,,,,,,,,1159119435,,,,,,North Pacific Ocean,Coastal Waters of Southeast Al
lagoon,Husky Lakes,,Version 1.3,_untitled_7,Eskimo Lakes,7.7,10.0,8,Husky Lakes,Q22423345,┘ç╪º╪│┘â┘è ┘ä┘è┘â╪│,αª╣αª╛αª╕αºìαªòαª┐ αª▓αºçαªòαºìαª╕,Husky Lakes,Husky Lakes,Lagos Husky,╬º╬¼╧â╬║╬╣ ╬¢╬¡╬╣╬║╧é,αñ╣αñ╕αÑìαñòαÑÇ αñ▓αÑçαñòαÑìαñ╕,Husky-tavak,Husky Lakes,Husky Lakes,πé¿πé╣πé¡πâóπâ╝µ╣û,φùê∞èñφéñ δáê∞¥┤φü¼∞èñ,Husky Lakes,Jeziora Eskimo Lakes,Lagos Husky,╨¡╤ü╨║╨╕╨╝╨╛-╨¢╨╡╨╣╨║╤ü,Eskimo Lakes,Husky G├╢lleri,C├íc Hß╗ô Husky,σôêµû»σƒ║µ╣û,1159119455,╪»╪▒█î╪º┌å┘ç ┘ç╪º█î ┘ç╪º╪│┌⌐█î,╫É╫Æ╫₧╫Ö ╫ö╫É╫í╫º╫Ö,╨₧╨╖╨╡╤Ç╨░ ╨Ñ╨░╤ü╨║╤û,█ü╪│┌⌐█î ╪¼┌╛█î┘ä,σôêσú½σÑçµ╣û,Arctic Ocean,Beaufort Sea
lagoon,Lake Pontchartrain,,Version 1.3,_untitled_8,lac Pontchartrain,7.7,10.0,8,Lake Pontchartrain,Q1331750,╪¿╪¡┘è╪▒╪⌐ ╪¿┘ê┘å╪¬╪┤╪º╪▒╪¬╪▒┘è┘å,αª▓αºçαªò αª¬αª¿αºìαªñαªÜαºìαª»αª╛αª░αªñαºìαª░αºçαª¿,Lake Pontchartrain,Lake Pontchartrain,Lago Pontchartrain,╬¢╬»╬╝╬╜╬╖ ╬á╬┐╬╜╧â╬▒╧ü╧ä╧ü╬▒╬»╬╜,αñ¬αÑïαñéαñƒαñÜαñ╛αñ░αÑìαñƒαÑçαñ¿ αñ¥αÑÇαñ▓,Pontchartrain-t├│,Danau Pontchartrain,lago Pontchartrain,πâ¥πâ│πâüπâúπâ╝πâêπâ¼πéñπâ│µ╣û,φÅ░∞░¿φè╕δáê∞¥╕ φÿ╕,Pontchartrainmeer,Pontchartrain,Lago Pontchartrain,╨ƒ╨╛╨╜╤ç╨░╤Ç╤é╤Ç╨╡╨╣╨╜,Lake Pontchartrain,Pontchartrain G├╢l├╝,Hß╗ô Pontchartrain,σ║₧µü░τë╣Θ¢╖µü⌐µ╣û,1159119471,╪»╪▒█î╪º┌å┘ç ┘╛┘ê┘å╪¬┌å╪º╪▒╪¬╪▒█î┘å,╫É╫Æ╫¥ ╫ñ╫ò╫á╫ÿ╫ª'╫¿╫ÿ╫¿╫Ö╫Ö╫ƒ,╨╛╨╖╨╡╤Ç╨╛ ╨ƒ╨╛╨╜╤ç╨░╤Ç╤é╤Ç╨╡╨╣╨╜,╪¼┌╛█î┘ä ┘╛┘ê┘å┘╣┌å╪º╪▒┘╣╪▒█î┘å,Θ╛Éµü░τë╣Θ¢╖µü⌐µ╣û,North Atlantic Ocean,Gulf of Mexico
lagoon,Stettiner Haff,Zalew Szczecinski,Version 1.3,_untitled_10,Lagune de Szczecin,7.7,10.0,8,Stettiner Haff,,╪│╪¬┘è╪¬┘å╪▒ ┘ç╪º┘ü,αª╕αºìαªƒαºçαªƒαª╛αªçαª¿αª╛αª░ αª╣αª╛αª½,Stettiner Haff,Szczecin Lagoon,Laguna de Szczecin,╬ú╧ä╬¡╧ä╬╣╬╜╬╡╧ü ╬º╬▒╧å,αñ╕αÑìαñƒαÑçαñƒαñ┐αñ¿αñ░ αñ╣αñ╛αñ½,Stettiner Haff,Stettiner Haff,Laguna di Stettino,πé╖πâÑπâåπââπâåπéúπâ│πâ╗πâÅπâò,∞èñφàîφï░δäê φòÿφöä,Oderhaf,Zalew Szczeci┼äski,Lagoa de Estetino,╨⌐╨╡╤å╨╕╠ü╨╜╤ü╨║╨╕╨╣ ╨╖╨░╨╗╨╕╠ü╨▓,Stettiner Haff,Stettiner Haff,Ph├í Stettiner Haff,Σ╗ÇσêçΘ¥Æµ│╗µ╣û,1159119491,╪º╪│╪¬╪¬█î┘å╪▒ ┘ç╪º┘ü,╫É╫Æ╫¥ ╫í╫ÿ╫ÿ╫Ö╫á╫¿ ╫ö╫É╫ú,╨¿╤é╨╡╤é╤é╤û╨╜╨╡╤Ç ╨Ñ╨╡╤ä,╪º╪│┘╣█î┘╣█î┘å╪▒ █ü╪º┘ü,µû»µ│░µÅÉσàºτüú,Baltic Sea,Central Baltic Sea
bay,Darnley Bay,,Version 1.3,_untitled_11,Darnley Bay,7.6,10.0,7,Darnley Bay,Q1166530,╪«┘ä┘è╪¼ ╪»╪º╪▒┘å┘ä┘è,αªíαª╛αª░αºìαª¿αª▓αª┐ αª¼αºç,Darnley Bay,Darnley Bay,Bah├¡a Darnley,╬Ü╧î╬╗╧Ç╬┐╧é ╬¥╧ä╬¼╧ü╬╜╬╗╬╡╧è,αñíαñ╛αñ░αÑìαñ¿αñ▓αÑç αñûαñ╛αÑ£αÑÇ,Darnley-├╢b├╢l,Teluk Darnley,Darnley Bay,πâÇπâ╝πâ│πâ¬πâ╝µ╣╛,δï¿δª¼ δ▓á∞¥┤,Darnley Bay,Darnley Bay,Darnley Bay,╨╖╨░╨╗╨╕╨▓ ╨ö╨░╤Ç╨╜╨╗╨╕-╨æ╤ì╨╣,Darnley Bay,Darnley Koyu,Vß╗ïnh Darnley,Φ╛╛µü⌐σê⌐µ╣╛,1159119511,╪«┘ä█î╪¼ ╪»╪º╪▒┘å┘ä█î,╫₧╫ñ╫¿╫Ñ ╫ô╫¿╫á╫£╫Ö,╨ö╨░╤Ç╨╜╨╗╤û-╨æ╨╡╨╣,┌ê╪º╪▒┘å┘ä█Æ ╪¿█Æ,Θüöµü⌐σê⌐τüú,Arctic Ocean,The North Western Passages
generic,,,Version 1.3,Internal Canada Arctic Waters,,7.7,10.0,8,,,,,,,,,,,,,,,,,,,,,,,1159119523,,,,,,Arctic Ocean,The North Western Passages
strait,Prince of Wales Strait,,Version 1.3,_untitled_13,d├⌐troit du Prince-de-Galles,7.6,10.0,7,Prince of Wales Strait,Q156271,┘à╪╢┘è┘é ╪ú┘à┘è╪▒ ┘ê┘è┘ä╪▓,αª¬αºìαª░αª┐αª¿αºìαª╕ αªàαª½ αªôαºƒαºçαª▓αª╕ αª╕αºìαªƒαºìαª░αºçαªƒ,Prince of Wales Strait,Prince of Wales Strait,Estrecho del Pr├¡ncipe de Gales,╬ú╧ä╬╡╬╜╧î ╧ä╬┐╧à ╬á╧ü╬»╬│╬║╬╣╧Ç╬▒ ╧ä╬╖╧é ╬ƒ╧à╬▒╬╗╬»╬▒╧é,αñ¬αÑìαñ░αñ┐αñéαñ╕ αñæαÑ₧ αñ╡αÑçαñ▓αÑìαñ╕ αñ£αñ▓αñíαñ«αñ░αÑéαñ«αñºαÑìαñ»,Prince of Wales-szoros,Selat Prince of Wales,Stretto del Principe di Galles,πâùπâ¬πâ│πé╣πé¬πâûπéªπéºπâ╝πâ½πé║µ╡╖σ│í,φöäδª░∞èñ∞ÿñδ╕î∞¢¿∞¥╝∞èñ φò┤φÿæ,Prince of Wales Strait,Cie┼¢nina Ksi─Öcia Walii,Estreito do Pr├¡ncipe de Gales,╨ƒ╤Ç╨╛╨╗╨╕╨▓ ╨ƒ╤Ç╨╕╨╜╤å╨░ ╨ú╤ì╨╗╤î╤ü╨║╨╛╨│╨╛,Prince of Wales Strait,Galler Prensi Bo─ƒaz─▒,eo biß╗ân C├┤ng t╞░ß╗¢c xß╗⌐ Wales,σ¿üσ░öσú½Σ║▓τÄïµ╡╖σ│í,1159119555,╪¬┘å┌»┘ç ┘╛╪▒┘å╪│ ┘ê█î┘ä╪▓,╫₧╫ª╫¿ ╫ö╫á╫í╫Ö╫Ü ╫₧╫ò╫ò╫Ö╫Ö╫£╫í,╨ƒ╤Ç╨╛╤é╨╛╨║╨░ ╨ƒ╤Ç╨╕╨╜╤å╨░ ╨ú╨╡╨╗╤î╤ü╤î╨║╨╛╨│╨╛,┘╛╪▒┘å╪│ ╪ó┘ü ┘ê█î┘ä╪▓ ╪º╪│┘╣╪▒█î┘╣,σ¿üτê╛σú½Φª¬τÄïµ╡╖σ│╜,Arctic Ocean,The North Western Passages
sound,Minto Inlet,,Version 1.3,_untitled_14,Crique Minto,7.7,10.0,8,Minto Inlet,,┘à┘è┘å╪¬┘ê ╪Ñ┘å┘ä┘è╪¬,αª«αª┐αª¿αºìαªƒαºï αªçαª¿αª▓αºçαªƒ,Minto Inlet,Minto Inlet,Minto Inlet,╬î╧ü╬╝╬┐╧é ╬£╬»╬╜╧ä╬┐,αñ«αñ┐αñéαñƒαÑï αñçαñ¿αñ▓αÑçαñƒ,Minto Inlet,Teluk Kecil Minto,Minto Inlet,πâƒπâ│πâêµ╡╖σ│í,δ»╝φåá ∞¥╕δá¢,Minto Inlet,Minto Inlet,Enseada de Minto,╨╖╨░╨╗╨╕╨▓ ╨£╨╕╨╜╤é╨╛,Minto Inlet,Minto Koyu,Vß╗ïnh hß║╣p Minto,µÿÄµëÿµ╣╛,1159119565,╪«┘ä█î╪¼┌⌐ ┘à█î┘å╪¬┘ê,╫₧╫Ö╫ò,╨£╤û╨╜╤é╨╛,┘à┘å┘╣┘ê ╪º┘å┘ä█î┘╣,µÿÄµëÿσ░Åµ╕»,Arctic Ocean,The North Western Passages
bay,Richard Collinson Inlet,,Version 1.3,_untitled_16,Richard Collinson Inlet,7.7,10.0,8,Richard Collinson Inlet,Q7324843,╪▒┘è╪¬╪┤╪º╪▒╪» ┘â┘ê┘ä┘è┘å╪│┘ê┘å ╪Ñ┘å┘ä┘è╪¬,αª░αª┐αªÜαª╛αª░αºìαªí αªòαª▓αª┐αª¿αª╕αª¿ αªçαª¿αª▓αºçαªƒ,Richard Collinson Inlet,Richard Collinson Inlet,Richard Collinson Inlet,╬ò╬»╧â╬┐╧â╬┐╧é ╬í╬»╧ä╧â╬▒╧ü╬╜╧ä ╬Ü╧î╬╗╬╣╬╜╧â╬┐╬╜,αñ░αñ┐αñÜαñ░αÑìαñí αñòαÑïαñ▓αñ┐αñ¿αÑìαñ╕αñ¿ αñçαñ¿αñ▓αÑçαñƒ,Richard Collinson-├╢b├╢l,Teluk Kecil Richard Collinson,Richard Collinson Inlet,πâ¬πâüπâúπâ╝πâëπâ╗πé│πâ¬πâ│πé╜πâ│µ╣╛,δª¼∞▓ÿδô£ ∞╜£δª░∞è¿ ∞¥╕δá¢,Richard Collinson Inlet,Richard Collinson Inlet,Enseada de Richard Collinson,╨╖╨░╨╗╨╕╨▓ ╨á╨╕╤ç╨░╤Ç╨┤-╨Ü╨╛╨╗╨╗╨╕╨╜╤ü╨╛╨╜,Richard Collinson Inlet,Richard Collinson Koyu,Vß╗ïnh hß║╣p Richard Collinson,τÉåµƒÑσ╛╖µƒ»µ₧ùµû»µ╣╛,1159119583,╪«┘ä█î╪¼┌⌐ ╪▒█î┌å╪º╪▒╪» ┌⌐┘ê┘ä█î┘å╪│┘ê┘å,╫₧╫ñ╫¿╫Ñ ╫¿╫Ö╫ª'╫¿╫ô ╫º╫ò╫£╫Ö╫á╫í╫ò╫ƒ,╨á╤û╤ç╨░╤Ç╨┤-╨Ü╨╛╨╗╤û╨╜╤ü╨╛╨╜-╨å╨╜╨╗╨╡╤é,╪▒┌å╪▒┌ê ┌⌐┘ê┘ä┘å╪│┘å ╪º┘å ┘ä█î┘╣,τÉåµƒÑτºæµ₧ùµú«σ░Åµ╕»,Arctic Ocean,The North Western Passages
sound,Prince ALbert Sound,,Version 1.3,_untitled_17,D├⌐troit du Prince Albert,7.6,10.0,7,Prince ALbert Sound,Q7243787,╪º┘ä╪ú┘à┘è╪▒ ╪ú┘ä╪¿┘è╪▒╪¬ ╪│╪º┘ê┘å╪»,αª¬αºìαª░αª┐αª¿αºìαª╕ αªàαºìαª»αª╛αª▓αª¼αª╛αª░αºìαªƒ αª╕αª╛αªëαª¿αºìαªí,Prince Albert Sound,Prince Albert Sound,Prince Albert Sound,╬á╬┐╧ü╬╕╬╝╧î╧é ╧ä╬┐╧à ╬á╧ü╬»╬│╬║╬╣╧Ç╬▒ ╬å╬╗╬╝╧Ç╬╡╧ü╧ä,αñ¬αÑìαñ░αñ┐αñéαñ╕ αñàαñ▓αÑìαñ¼αñ░αÑìαñƒ αñ╕αñ╛αñëαñéαñí,Prince Albert-szoros,Selat Prince Albert,Prince ALbert Sound,πâùπâ¬πâ│πé╣πéóπâ½πâÉπâ╝πâêµ╣╛,φöäδª░∞èñ ∞ò¿δ▓äφè╕ ∞é¼∞Ü┤δô£,Prince Albert Sound,Prince ALbert Sound,Estreito do Pr├¡ncipe Alberto,╨┐╤Ç╨╛╨╗╨╕╨▓ ╨ƒ╤Ç╨╕╨╜╤å╨░ ╨É╨╗╤î╨▒╨╡╤Ç╤é╨░,Prince Albert Sound,Prens Albert Su Kanal─▒,Eo biß╗ân Prince ALbert,Φë╛Σ╝»τë╣τÄïσ¡Éτüú,1159119599,╪»╪▒█î╪º╪▒╪º┘ç ┘╛╪▒┘å╪│ ╪ó┘ä╪¿╪▒╪¬,╫₧╫Ö╫ª╫¿ ╫ö╫á╫í╫Ö╫Ü ╫É╫£╫æ╫¿╫ÿ,╨ù╨░╤é╨╛╨║╨░ ╨ƒ╤Ç╨╕╨╜╤å╨░ ╨É╨╗╤î╨▒╨╡╤Ç╤é╨░,┘╛╪▒┘å╪│ ╪º┘ä╪¿█î╪▒┘╣ ╪│╪º╪ñ┘å┌ê,Φë╛Σ╝»τë╣τÄïσ¡Éτüú,Arctic Ocean,The North Western Passages
gulf,Liddon Gulf,,Version 1.3,_untitled_18,Liddon Gulf,7.6,10.0,7,Liddon Gulf,Q6543624,╪«┘ä┘è╪¼ ┘ä┘è╪»┘ê┘å,αª▓αª┐αªªαºìαªªαª¿ αªùαª╛αª▓αª½,Golf von Liddon,Liddon Gulf,Golfo de Liddon,╬Ü╧î╬╗╧Ç╬┐╧é ╬¢╬»╬╜╧ä╬┐╬╜,αñ▓αñ┐αñíαÑëαñ¿ αñùαñ▓αÑìαñ½,Liddon-├╢b├╢l,Teluk Liddon,Golfo di Liddon,πâ¬πâëπâ│µ╣╛,δª¼δÅê Ω▒╕φöä,Liddon Gulf,Zatoka Liddon,Golfo de Liddon,╨╖╨░╨╗╨╕╨▓ ╨¢╨╕╨┤╨┤╨╛╨╜,Liddon Gulf,Liddon K├╢rfezi,Vß╗ïnh Liddon,σê⌐τÖ╗µ╣╛,1159119625,╪«┘ä█î╪¼ ┘ä█î╪»┘ê┘å,╫₧╫ñ╫¿╫Ñ ╫£╫Ö╫ô╫ò╫ƒ,╨╖╨░╤é╨╛╨║╨░ ╨¢╤û╨┤╨┤╨╛╨╜,┘ä┌ê┘å ┌»┘ä┘ü,σê⌐τÖ╗τüú,Arctic Ocean,The North Western Passages
bay,Wynniatt Bay,,Version 1.3,_untitled_19,Baie de Wynniatt,7.7,10.0,8,Wynniatt Bay,Q8040226,╪«┘ä┘è╪¼ ┘ê┘è┘å┘è╪º╪¬,αªëαªçαª¿αª┐αª»αª╝αª╛αªñ αª¼αºç,Wynniatt Bay,Wynniatt Bay,Wynniatt Bay,╬Ü╧î╬╗╧Ç╬┐╧é ╬ô╬┐╧à╬▒╬╜╬╣╬¼╧ä,αñ╡αñ┐αñ¿αÑìαñ¿αñ┐αñ»αñƒ αñ¼αÑç,Wynniatt-├╢b├╢l,Teluk Wynniatt,Wynniatt Bay,πéªπéúπâïπéóπââπâêµ╣╛,∞£äδïê∞ùç δ▓á∞¥┤,Wynniatt Bay,Wynniatt Bay,Ba├¡a de Wynniatt,╨╖╨░╨╗╨╕╨▓ ╨Æ╨╕╨╜╨╜╨╕╨░╤é╤é,Wynniatt Bay,Wynniatt K├╢rfezi,Vß╗ïnh Wynniatt,σ¿üσ░╝Σ║Üτë╣µ╣╛,1159119635,╪«┘ä█î╪¼ ┘ê█î┘å█î╪º╪¬,╫₧╫ñ╫¿╫Ñ ╫ò╫ò╫Ö╫á╫Ö╫É╫ÿ,╨Æ╨╕╨╜╨╜╤û╨░╤é-╨æ╨╡╨╣,┘ê█î┘å█î╪º╪¬█î ╪¿█Æ,σ¿üσ░╝Σ║₧τë╣τüú,Arctic Ocean,The North Western Passages
bay,Hadley Bay,,Version 1.3,_untitled_20,Hadley Bay,7.6,10.0,7,Hadley Bay,,╪«┘ä┘è╪¼ ┘ç╪º╪»┘ä┘è,αª╣αºìαª»αª╛αªíαª▓αª┐ αª¼αºç,Hadley Bay,Hadley Bay,Bah├¡a Hadley,╬Ü╧î╬╗╧Ç╬┐╧é ╬º╬¼╬╜╧ä╬╗╬╡╧è,αñ╣αÑêαñíαñ▓αÑÇ αñûαñ╛αÑ£αÑÇ,Hadley-├╢b├╢l,Teluk Hadley,Hadley Bay,πâÅπâëπâ¬πâ╝µ╣╛,φò┤δôñδª¼ δ▓á∞¥┤,Hadley Bay,Zatoka Hadleya,Ba├¡a de Hadley,╨╖╨░╨╗╨╕╨▓ ╨Ñ╨░╨┤╨╗╨╕-╨æ╤ì╨╣,Hadley Bay,Hadley Koyu,Vß╗ïnh Hadley,σôêσ╛╖σê⌐µ╣╛,1159119663,╪«┘ä█î╪¼ ┘ç╪º╪»┘ä█î,╫₧╫ñ╫¿╫Ñ ╫ö╫ô╫£╫Ö,╨Ñ╨╡╨┤╨╗╤û-╨æ╨╡╨╣,█ü█î┌ê┘ä█Æ ╪¿█Æ,σôêσ╛╖σê⌐τüú,Arctic Ocean,The North Western Passages
bay,Bathurst Inlet,,Version 5.2,_untitled_21,Bathurst Inlet,7.7,10.0,8,Bathurst Inlet,Q810805,╪¿╪º╪½┘ê╪▒╪│╪¬ ╪Ñ┘å┘ä┘è╪¬,αª¼αª╛αªÑαª╛αª░αºìαª╕αºìαªƒ αªçαª¿αª▓αºçαªƒ,Bathurst Inlet,Bathurst Inlet,Bathurst Inlet,╬î╧ü╬╝╬┐╧é ╬£╧Ç╬¼╬╕╬╡╧ü╧â╧ä,αñ¼αñ╛αñÑαñ░αÑìαñ╕αÑìαñƒ αñçαñ¿αñ▓αÑçαñƒ,Bathurst Inlet,Teluk Kecil Bathurst,Bathurst Inlet,πâÉπé╡πâ╝πé╣πâêµ╣╛,δ░░∞ä£∞èñφè╕ ∞¥╕δá¢,Bathurst Inlet,Bathurst Inlet,Bathurst Inlet,╨╖╨░╨╗╨╕╨▓ ╨æ╨░╤é╨╡╤Ç╤ü╤é,Bathurst Inlet,Bathurst Koyu,Vß╗ïnh nhß╗Å Bathurst,σ╖┤τæƒµû»τë╣µ╣╛,1159119669,╪«┘ä█î╪¼┌⌐ ╪¿╪º╪¬┘ê╪▒╪│╪¬,╫₧╫ñ╫¿╫ª╫ò╫ƒ ╫æ╫É╫¬'╫ö╫¿╫í╫ÿ,╨æ╨░╤é╨╡╤Ç╤ü╤é-╨å╨╜╨╗╨╡╤é,╪¿╪º╪¬┌╛╪▒╪│┘╣ ╪º┘å┘ä█î┘╣,σ╖┤τæƒµû»τë╣τüú,Arctic Ocean,The North Western Passages
generic,,,Version 1.3,Internal Canada Arctic Waters,,7.7,10.0,8,,,,,,,,,,,,,,,,,,,,,,,1159119689,,,,,,Arctic Ocean,The North Western Passages
channel,Goldsmith Channel,,Version 1.3,_untitled_23,Goldsmith Channel,7.7,10.0,8,Goldsmith Channel,Q1550455,┘é┘å╪º╪⌐ ╪¼┘ê┘ä╪» ╪│┘à┘è╪½,αªùαºïαª▓αºìαªíαª╕αºìαª«αª┐αªÑ αªÜαºìαª»αª╛αª¿αºçαª▓,Goldsmith Channel,Goldsmith Channel,Canal Goldsmith,╬Ü╬▒╬╜╬¼╬╗╬╣ ╬ô╬║╧î╬╗╬╜╧ä╧â╬╝╬╣╬╕,αñùαÑïαñ▓αÑìαñíαñ╕αÑìαñ«αñ┐αñÑ αñÜαÑêαñ¿αñ▓,Goldsmith-csatorna,Kanal Goldsmith,Goldsmith Channel,πé┤πâ╝πâ½πâëπé╣πâƒπé╣πâ╗πâüπâúπâ│πâìπâ½,Ω│¿δô£∞èñδ»╕∞èñ ∞▒äδäÉ,Goldsmith Channel,Goldsmith Channel,Canal Goldsmith,╨║╨░╨╜╨░╨╗ ╨ô╨╛╨╗╨┤╤ü╨╝╨╕╤é,Goldsmith Channel,Goldsmith Kanal─▒,K├¬nh Goldsmith,µêêσ╛╖σÅ▓σ»åµû»µ╡╖σ│í,1159119707,┌⌐╪º┘å╪º┘ä ┌»┘ä╪»╪º╪│┘à█î╪¬,╫¬╫ó╫£╫¬ ╫Æ╫ò╫£╫ô╫í╫₧╫Ö╫¬',╨║╨░╨╜╨░╨╗ ╨ô╨╛╨╗╨┤╤ü╨╝╤û╤é,┌»┘ê┘ä┌ê╪│┘à╪¬┌╛ ┌å█î┘å┘ä,µêêσ╛╖σÅ▓σ»åµû»µ╡╖σ│╜,Arctic Ocean,The North Western Passages
bay,Sherman Basin,,Version 1.3,_untitled_24,Bassin Sherman,7.7,10.0,8,Sherman Basin,,╪¡┘ê╪╢ ╪┤┘è╪▒┘à╪º┘å,αª╢αºçαª░αª«αºìαª»αª╛αª¿ αª¼αºçαª╕αª┐αª¿,Sherman Basin,Sherman Basin,Sherman Basin,╬¢╬╡╬║╬▒╬╜╬┐╧Ç╬¡╬┤╬╣╬┐ ╬ú╬¡╧ü╬╝╬▒╬╜,αñ╢αñ░αÑìαñ«αñ¿ αñ¼αÑçαñ╕αñ┐αñ¿,Sherman-medence,Sherman Basin,Sherman Basin,πé╖πâúπâ╝πâ₧πâ│µ╣╛,∞àöδ¿╝ δ▓á∞¥┤∞ïá,Sherman Basin,Sherman Basin,Bacia de Sherman,╨╖╨░╨╗╨╕╨▓ ╨¿╨╡╤Ç╨╝╨░╨╜,Sherman Basin,Sherman Havzas─▒,Bß╗ôn tr┼⌐ng Sherman,Φ░óσ░öµ¢╝τ¢åσ£░,1159119727,╪┤╪▒┘à╪º┘å ╪¿╪º╪│█î┘å,╫É╫Æ╫ƒ ╫⌐╫¿╫₧╫ƒ,╨¿╨╡╤Ç╨╝╨░╨╜-╨æ╨╡╨╣,╪┤╪▒┘à┘å ╪¿█î╪│┘å,τñ╛µ¢╝τ¢åσ£░,Arctic Ocean,The North Western Passages
strait,Fury and Hecla Strait,,Version 1.3,_untitled_26,d├⌐troit de Fury and Hecla,7.6,10.0,7,Fury and Hecla Strait,Q691945,┘à╪╢┘è┘é ┘ü┘ê╪▒┘è ┘ê┘ç┘è┘ä┘â╪º,αª½αª╛αª░αª┐ αªàαºìαª»αª╛αª¿αºìαªí αª╣αºçαªòαª▓αª╛ αª╕αºìαªƒαºìαª░αºçαªƒ,Fury-und-Hecla-Stra├ƒe,Fury and Hecla Strait,Estrecho del Fury y del Hecla,╬ú╧ä╬╡╬╜╧î ╬ª╬¡╧ü╬╣ ╬║╬▒╬╣ ╬º╬¡╬║╬╗╬▒,αñ½αñ░αÑÇ αñÅαñéαñí αñ╣αÑçαñòαÑìαñ▓αñ╛ αñ╕αÑìαñƒαñ░αÑçαñƒ,Fury- ├⌐s Hecla-szoros,Selat Fury dan Hecla,Stretto di Fury e Hecla,πâòπâÑπâ¬πâ╝πéóπâ│πâëπâÿπé»πâ⌐µ╡╖σ│í,φô¿δª¼ φùñφü┤δ¥╝ φò┤φÿæ,Fury and Hecla Strait,Fury and Hecla Strait,Estreito de Fury e Hecla,╨ñ╤î╤Ä╤Ç╨╕-╤ì╨╜╨┤-╨Ñ╨╡╨║╨╗╨░,Fury and Hecla Strait,Fury ve Hecla Bo─ƒaz─▒,Eo biß╗ân Fury and Hecla,σ╝ùΘçîσÆîΦ╡½σàïµïëµ╡╖σ│╜,1159119761,╪¬┘å┌»┘ç ┘ü╪▒█î ┘ê ┘ç┌⌐┘ä╪º,╫₧╫Ö╫ª╫¿ ╫ñ╫ò╫¿╫Ö ╫ò╫ö╫º╫£╫ö,╨ñ'╤Ä╤Ç╤û-╨╡╨╜╨┤-╨Ñ╨╡╨║╨╗╨░,┘ü█î┘ê╪▒█î ╪º█î┘å┌ê █ü█î┌⌐┘ä╪º ╪º╪│┘╣╪▒█î┘╣,σ╝ùΘçîσÆîΦ╡½σàïµïëµ╡╖σ│╜,Arctic Ocean,The North Western Passages
generic,,,Version 1.3,Internal Canada Arctic Waters,,7.7,10.0,8,,,,,,,,,,,,,,,,,,,,,,,1159119777,,,,,,Arctic Ocean,Arctic Ocean
sound,Jones Sound,,Version 1.3,_untitled_29,d├⌐troit de Jones,7.0,10.0,6,Jones Sound,Q1703405,╪¼┘ê┘å╪▓ ╪│╪º┘ê┘å╪»,αª£αºïαª¿αºìαª╕ αª╕αª╛αªëαª¿αºìαªí,Jonessund,Jones Sound,Jones Sound,╬á╬┐╧ü╬╕╬╝╧î╧é ╬ñ╬╢╧î╬┐╧à╬╜╧é,αñ£αÑïαñ¿αÑìαñ╕ αñ╕αñ╛αñëαñéαñí,Jones-szoros,Selat Jones,Jones Sound,πé╕πâºπâ╝πâ│πé║µ╡╖σ│í,∞í┤∞èñ ∞é¼∞Ü┤δô£,Jones Sound,Cie┼¢nina Jonesa,Jones Sound,╨ö╨╢╨╛╨╜╤ü,Jones Sound,Jones Su Kanal─▒,vß╗ïnh Jones,τôèµû»τüú,1159119795,╪»╪▒█î╪º╪▒╪º┘ç ╪¼┘ê┘å╪▓,╫₧╫Ö╫ª╫¿ ╫Æ'╫ò╫á╫í,╨╖╨░╤é╨╛╨║╨░ ╨ö╨╢╨╛╨╜╤ü,╪¼┘ê┘å╪▓ ╪│╪º╪ñ┘å┌ê,τôèµû»τüú,Arctic Ocean,The North Western Passages
